*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Thu Mar 12 17:48:15 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Jan-23 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-23 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2461674.500000000, A.D. 2027-Sep-26 00:00:00.0000,  1.002032265557940E+00,  3.702166387197949E-02,  1.604155582426117E-02, -9.664782891174166E-04,  1.571712439884596E-02,  6.813755097896265E-03,  5.791945368370610E-03,  1.002844253275797E+00, -2.764787248341789E-04,
2461675.500000000, A.D. 2027-Sep-27 00:00:00.0000,  1.000918197842400E+00,  5.273322177339656E-02,  2.285289699272832E-02, -1.261701647321661E-03,  1.570517650861556E-02,  6.808566361350263E-03,  5.790343213847405E-03,  1.002566848819389E+00, -2.783655951095639E-04,
2461676.500000000, A.D. 2027-Sep-28 00:00:00.0000,  9.995088025242838E-01,  6.843037163785240E-02,  2.965796022618080E-02, -1.557103113993239E-03,  1.568829373515825E-02,  6.801193183948749E-03,  5.788729610750891E-03,  1.002287462103961E+00, -2.804315048333579E-04,
2461677.500000000, A.D. 2027-Sep-29 00:00:00.0000,  9.978039975848204E-01,  8.410813981779898E-02,  3.645454584033689E-02, -1.852486012554991E-03,  1.566640395153939E-02,  6.791608131419068E-03,  5.787103752195322E-03,  1.002005953421577E+00, -2.825939944526298E-04,
2461678.500000000, A.D. 2027-Sep-30 00:00:00.0000,  9.958039085858805E-01,  9.976149840285359E-02,  4.324043650658824E-02, -2.147634629084143E-03,  1.563947217385532E-02,  6.779803844442339E-03,  5.785465362376792E-03,  1.001722275018270E+00, -2.847536777545472E-04,
2461679.500000000, A.D. 2027-Oct-01 00:00:00.0000,  9.935088787684576E-01,  1.153854052459147E-01,  5.001341807827126E-02, -2.442332510889043E-03,  1.560750490140411E-02,  6.765793790975848E-03,  5.783814755070570E-03,  1.001436481222545E+00, -2.868082883269130E-04,
2461680.500000000, A.D. 2027-Oct-02 00:00:00.0000,  9.909194606456083E-01,  1.309748439422294E-01,  5.677129894573660E-02, -2.736380134429319E-03,  1.557054571472706E-02,  6.749608669280344E-03,  5.782152808098189E-03,  1.001148724024488E+00, -2.886668817357593E-04,
2461681.500000000, A.D. 2027-Oct-03 00:00:00.0000,  9.880363926142552E-01,  1.465248557714422E-01,  6.351192417509767E-02, -3.029606503947556E-03,  1.552866423640002E-02,  6.731289944938522E-03,  5.780480866768863E-03,  1.000859236357169E+00, -2.902596154412250E-04,
2461682.500000000, A.D. 2027-Oct-04 00:00:00.0000,  9.848605680894837E-01,  1.620305591442306E-01,  7.023318277278578E-02, -3.321872477379773E-03,  1.548194299003095E-02,  6.710882975667978E-03,  5.778800609507200E-03,  1.000568308830800E+00, -2.915409799689247E-04,
2461683.500000000, A.D. 2027-Oct-05 00:00:00.0000,  9.813930049528538E-01,  1.774871566887744E-01,  7.693300875172880E-02, -3.613067285505597E-03,  1.543046637355784E-02,  6.688431730939685E-03,  5.777113912148576E-03,  1.000276266236209E+00, -2.924873761164015E-04,
2461684.500000000, A.D. 2027-Oct-06 00:00:00.0000,  9.776348205078919E-01,  1.928899333418672E-01,  8.360937809738882E-02, -3.903101590749928E-03,  1.537431384373632E-02,  6.663975900628880E-03,  5.775422736461021E-03,  9.999834482429997E-01, -2.930916210753506E-04,
2461685.500000000, A.D. 2027-Oct-07 00:00:00.0000,  9.735872137516157E-01,  2.082342497755464E-01,  9.026030395419378E-02, -4.191900229119930E-03,  1.531355726253068E-02,  6.637550122901414E-03,  5.773729052904908E-03,  9.996901960258099E-01, -2.933569479797496E-04,
2461686.500000000, A.D. 2027-Oct-08 00:00:00.0000,  9.692514542136802E-01,  2.235155347636225E-01,  9.688383178806848E-02, -4.479396535958009E-03,  1.524826118668779E-02,  6.609184570035375E-03,  5.772034795331715E-03,  9.993968444206438E-01, -2.932921277627484E-04,
2461687.500000000, A.D. 2027-Oct-09 00:00:00.0000,  9.646288753591687E-01,  2.387292787037775E-01,  1.034780354842544E-01, -4.765528924385002E-03,  1.517848466517778E-02,  6.578906117987133E-03,  5.770341838874787E-03,  9.991037180967757E-01, -2.929083586233405E-04,
2461688.500000000, A.D. 2027-Oct-10 00:00:00.0000,  9.597208703111756E-01,  2.538710291903130E-01,  1.100410146566569E-01, -5.050239610121532E-03,  1.510428338063807E-02,  6.546739522684547E-03,  5.768651990576022E-03,  9.988111299338107E-01, -2.922179362692710E-04,
2461689.500000000, A.D. 2027-Oct-11 00:00:00.0000,  9.545288879591374E-01,  2.689363885540145E-01,  1.165708929771391E-01, -5.333475024448380E-03,  1.502571133617848E-02,  6.512708237493517E-03,  5.766966983169542E-03,  9.985193799453623E-01, -2.912344344376300E-04,
2461690.500000000, A.D. 2027-Oct-12 00:00:00.0000,  9.490544280508425E-01,  2.839210126390205E-01,  1.230658170500440E-01, -5.615187330867291E-03,  1.494282157606007E-02,  6.476834660935927E-03,  5.765288464323379E-03,  9.982287534163067E-01, -2.899740332049639E-04,
2461691.500000000, A.D. 2027-Oct-13 00:00:00.0000,  9.432990344837979E-01,  2.988206096819852E-01,  1.295239552028107E-01, -5.895336395794023E-03,  1.485566563368475E-02,  6.439139712164638E-03,  5.763617975863949E-03,  9.979395173056123E-01, -2.884575864622217E-04,
2461692.500000000, A.D. 2027-Oct-14 00:00:00.0000,  9.372642866963590E-01,  3.136309379464169E-01,  1.359434955111862E-01, -6.173891492296761E-03,  1.476429159359252E-02,  6.399641734476517E-03,  5.761956920066563E-03,  9.976519144097222E-01, -2.867129441841993E-04,
2461693.500000000, A.D. 2027-Oct-15 00:00:00.0000,  9.309517898088812E-01,  3.283478007714750E-01,  1.423226424400967E-01, -6.450831969095846E-03,  1.466874090730551E-02,  6.358354857687600E-03,  5.760306513185683E-03,  9.973661553165692E-01, -2.847769437070138E-04,
2461694.500000000, A.D. 2027-Oct-16 00:00:00.0000,  9.243631649106082E-01,  3.429670379940922E-01,  1.486596116902420E-01, -6.726146191175474E-03,  1.456904443163089E-02,  6.315287108825827E-03,  5.758667729987836E-03,  9.970824088017454E-01, -2.826964291085325E-04,
2461695.500000000, A.D. 2027-Oct-17 00:00:00.0000,  9.175000414565417E-01,  3.574845133415199E-01,  1.549526232048488E-01, -6.999828349147077E-03,  1.446521848561103E-02,  6.270438701375892E-03,  5.757041246575583E-03,  9.968007919287800E-01, -2.805277510456491E-04,
2461696.500000000, A.D. 2027-Oct-18 00:00:00.0000,  9.103640539011175E-01,  3.718960982931897E-01,  1.611998927550036E-01, -7.271873243409336E-03,  1.435726189300924E-02,  6.223800978300220E-03,  5.755427391183892E-03,  9.965213615297965E-01, -2.783345000104004E-04,
2461697.500000000, A.D. 2027-Oct-19 00:00:00.0000,  9.029568442987180E-01,  3.861976538409178E-01,  1.673996229557459E-01, -7.542269720285018E-03,  1.424515484742421E-02,  6.175356373794291E-03,  5.753826112801516E-03,  9.962441087724708E-01, -2.761836720430140E-04,
2461698.500000000, A.D. 2027-Oct-20 00:00:00.0000,  8.952800717110325E-01,  4.003850122174644E-01,  1.735499948150432E-01, -7.810993808005624E-03,  1.412886000549239E-02,  6.125079513315344E-03,  5.752236975085845E-03,  9.959689581064222E-01, -2.741408661865267E-04,
2461699.500000000, A.D. 2027-Oct-21 00:00:00.0000,  8.873354281899916E-01,  4.144539607971051E-01,  1.796491608993725E-01, -8.078002576714791E-03,  1.400832567670006E-02,  6.072939304499377E-03,  5.750659179006537E-03,  9.956957711838355E-01, -2.722652562001940E-04,
2461700.500000000, A.D. 2027-Oct-22 00:00:00.0000,  8.791246602465823E-01,  4.284002300376847E-01,  1.856952409638356E-01, -8.343229376029543E-03,  1.388349062419859E-02,  6.018901723446243E-03,  5.749091613747168E-03,  9.954243556728091E-01, -2.706048993280860E-04,
2461701.500000000, A.D. 2027-Oct-23 00:00:00.0000,  8.706495942865480E-01,  4.422194868160656E-01,  1.916863206007835E-01, -8.606580676614130E-03,  1.375428998574043E-02,  5.962933031674131E-03,  5.747532933124691E-03,  9.951544784889739E-01, -2.691926009832365E-04,
2461702.500000000, A.D. 2027-Oct-24 00:00:00.0000,  8.619121643757233E-01,  4.559073341309874E-01,  1.976204532611875E-01, -8.867934591488404E-03,  1.362066206929811E-02,  5.905003293518275E-03,  5.745981654280209E-03,  9.948858828832707E-01, -2.680423367076319E-04,
2461703.500000000, A.D. 2027-Oct-25 00:00:00.0000,  8.529144405285302E-01,  4.694593180116168E-01,  2.034956659202700E-01, -9.127141397554861E-03,  1.348255595466716E-02,  5.845090132947737E-03,  5.744436275193939E-03,  9.946183087890360E-01, -2.671463654676628E-04,
2461704.500000000, A.D. 2027-Oct-26 00:00:00.0000,  8.436586551831200E-01,  4.828709423332492E-01,  2.093099685476254E-01, -9.384026787459161E-03,  1.333993961254641E-02,  5.783182527360292E-03,  5.742895405579498E-03,  9.943515154856448E-01, -2.664736275831736E-04,
2461705.500000000, A.D. 2027-Oct-27 00:00:00.0000,  8.341472247090106E-01,  4.961376916411903E-01,  2.150613671775011E-01, -9.638398654770843E-03,  1.319280756785430E-02,  5.719284089423957E-03,  5.741357900854729E-03,  9.940853047948397E-01, -2.659704742753683E-04,
2461706.500000000, A.D. 2027-Oct-28 00:00:00.0000,  8.243827622735823E-01,  5.092550607019359E-01,  2.207478796450595E-01, -9.890057499476117E-03,  1.304118635451416E-02,  5.653414956865554E-03,  5.739822982644752E-03,  9.938195419451883E-01, -2.655647189941597E-04,
2461707.500000000, A.D. 2027-Oct-29 00:00:00.0000,  8.143680789933726E-01,  5.222185875796358E-01,  2.263675521451839E-01, -1.013880908987138E-02,  1.288513583130333E-02,  5.585611437261072E-03,  5.738290325705535E-03,  9.935541706224317E-01, -2.651731196016574E-04,
2461708.500000000, A.D. 2027-Oct-30 00:00:00.0000,  8.041061724128826E-01,  5.350238854761680E-01,  2.319184741622270E-01, -1.038447661240693E-02,  1.272474536212258E-02,  5.515923132208137E-03,  5.736760094551725E-03,  9.932892193113986E-01, -2.647109768697533E-04,
2461709.500000000, A.D. 2027-Oct-31 00:00:00.0000,  7.936002043963692E-01,  5.476666684304952E-01,  2.373987894910001E-01, -1.062690924488425E-02,  1.256012564138347E-02,  5.444408174764169E-03,  5.735232924236056E-03,  9.930247979680613E-01, -2.641014344350757E-04,
2461710.500000000, A.D. 2027-Nov-01 00:00:00.0000,  7.828534730834508E-01,  5.601427676148302E-01,  2.428067020926606E-01, -1.086598531299859E-02,  1.239139853771711E-02,  5.371127910275904E-03,  5.733709854232496E-03,  9.927610865717577E-01, -2.632820910720353E-04,
2461711.500000000, A.D. 2027-Nov-02 00:00:00.0000,  7.718693843955026E-01,  5.724481376723864E-01,  2.481404769458126E-01, -1.110161023114366E-02,  1.221868776300811E-02,  5.296142404336926E-03,  5.732192235225602E-03,  9.924983189862695E-01, -2.622076964906094E-04,
2461712.500000000, A.D. 2027-Nov-03 00:00:00.0000,  7.606514274836064E-01,  5.845788550162436E-01,  2.533984371998790E-01, -1.133371106390915E-02,  1.204211234195233E-02,  5.219507616584901E-03,  5.730681631269798E-03,  9.922367660192256E-01, -2.608492151088821E-04,
2461713.500000000, A.D. 2027-Nov-04 00:00:00.0000,  7.492031563199502E-01,  5.965311112989524E-01,  2.585789594068462E-01, -1.156223004951278E-02,  1.186178347110734E-02,  5.141274347604036E-03,  5.729179734833046E-03,  9.919767207123693E-01, -2.591905585969168E-04,
2461714.500000000, A.D. 2027-Nov-05 00:00:00.0000,  7.375281774747708E-01,  6.083012052414106E-01,  2.636804684249494E-01, -1.178711894548890E-02,  1.167780422543707E-02,  5.061488540541600E-03,  5.727688303735479E-03,  9.917184874228223E-01, -2.572245073332773E-04,
2461715.500000000, A.D. 2027-Nov-06 00:00:00.0000,  7.256301426866890E-01,  6.198855351551068E-01,  2.687014330476702E-01, -1.200833519101003E-02,  1.149027104844920E-02,  4.980192327777320E-03,  5.726209121018099E-03,  9.914623748745635E-01, -2.549490038310719E-04,
2461716.500000000, A.D. 2027-Nov-07 00:00:00.0000,  7.135127442372977E-01,  6.312805933883655E-01,  2.736403628136429E-01, -1.222584012975447E-02,  1.129927594441569E-02,  4.897425264020236E-03,  5.724743973379438E-03,  9.912086924248538E-01, -2.523645064358991E-04,
2461717.500000000, A.D. 2027-Nov-08 00:00:00.0000,  7.011797111489564E-01,  6.424829629425242E-01,  2.784958059629171E-01, -1.243959908182020E-02,  1.110490850099194E-02,  4.813225328343632E-03,  5.723294641048735E-03,  9.909577483108317E-01, -2.494727019389049E-04,
2461718.500000000, A.D. 2027-Nov-09 00:00:00.0000,  6.886348045613008E-01,  6.534893157480643E-01,  2.832663481554082E-01, -1.264958283013968E-02,  1.090725709355620E-02,  4.727629407058917E-03,  5.721862890950056E-03,  9.907098484659145E-01, -2.462766551347699E-04,
2461719.500000000, A.D. 2027-Nov-10 00:00:00.0000,  6.758818111462712E-01,  6.642964115263891E-01,  2.879506113271780E-01, -1.285576994974529E-02,  1.070640878089363E-02,  4.640673059788325E-03,  5.720450464920051E-03,  9.904652944797697E-01, -2.427823575808212E-04,
2461720.500000000, A.D. 2027-Nov-11 00:00:00.0000,  6.629245340724634E-01,  6.749010957372473E-01,  2.925472519014396E-01, -1.305814923818084E-02,  1.050244753477653E-02,  4.552389451545766E-03,  5.719059055284084E-03,  9.902243793694508E-01, -2.390015149313789E-04,
2461721.500000000, A.D. 2027-Nov-12 00:00:00.0000,  6.497667818840676E-01,  6.853002948507902E-01,  2.970549575112610E-01, -1.325672127359362E-02,  1.029545066393824E-02,  4.462807461084173E-03,  5.717690261621825E-03,  9.899873800935922E-01, -2.349551808458972E-04,
2461722.500000000, A.D. 2027-Nov-13 00:00:00.0000,  6.364123567404238E-01,  6.954910072342869E-01,  3.014724415045819E-01, -1.345149793529644E-02,  1.008548371509472E-02,  4.371949200998354E-03,  5.716345525839670E-03,  9.897545463105472E-01, -2.306774708202324E-04,
2461723.500000000, A.D. 2027-Nov-14 00:00:00.0000,  6.228650446205428E-01,  7.054702885375123E-01,  3.057984348915015E-01, -1.364249880560113E-02,  9.872594787501255E-03,  4.279827502467430E-03,  5.715026048331292E-03,  9.895260858620369E-01, -2.262181717815429E-04,
2461724.500000000, A.D. 2027-Nov-15 00:00:00.0000,  6.091286109179177E-01,  7.152352317576608E-01,  3.100316761040620E-01, -1.382974399784519E-02,  9.656809895629953E-03,  4.186444212427371E-03,  5.713732695589621E-03,  9.893021487766619E-01, -2.216428734067003E-04,
2461725.500000000, A.D. 2027-Nov-16 00:00:00.0000,  5.952068047385305E-01,  7.247829440083122E-01,  3.141708998437698E-01, -1.401324416916917E-02,  9.438131324913951E-03,  4.091790205513791E-03,  5.712465916824541E-03,  9.890828128327028E-01, -2.170296204934034E-04,
2461726.500000000, A.D. 2027-Nov-17 00:00:00.0000,  5.811033737526501E-01,  7.341105237790019E-01,  3.182148270461243E-01, -1.419298984769050E-02,  9.216540398249562E-03,  3.995847639433747E-03,  5.711225690177053E-03,  9.888680742453907E-01, -2.124621321362785E-04,
2461727.500000000, A.D. 2027-Nov-18 00:00:00.0000,  5.668220888761071E-01,  7.432150432501414E-01,  3.221621581665033E-01, -1.436894291500633E-02,  8.992004683656643E-03,  3.898594236219362E-03,  5.710011514985690E-03,  9.886578463278801E-01, -2.080209609057761E-04,
2461728.500000000, A.D. 2027-Nov-19 00:00:00.0000,  5.523667753838669E-01,  7.520935394369753E-01,  3.260115713805392E-01, -1.454103252524749E-02,  8.764488076881115E-03,  3.800008625707526E-03,  5.708822455792234E-03,  9.884519671106011E-01, -2.037748024220846E-04,
2461729.500000000, A.D. 2027-Nov-20 00:00:00.0000,  5.377413455272698E-01,  7.607430158443331E-01,  3.297617261289880E-01, -1.470915613672303E-02,  8.533961326185970E-03,  3.700075488964543E-03,  5.707657231076738E-03,  9.882502147052535E-01, -1.997739572066740E-04,
2461730.500000000, A.D. 2027-Nov-21 00:00:00.0000,  5.229498279256172E-01,  7.691604539449096E-01,  3.334112712779094E-01, -1.487318466465749E-02,  8.300410881524783E-03,  3.598789531747260E-03,  5.706514330997546E-03,  9.880523276908586E-01, -1.960468704495734E-04,
2461731.500000000, A.D. 2027-Nov-22 00:00:00.0000,  5.079963904884978E-01,  7.773428321935058E-01,  3.369588564920711E-01, -1.503296996099555E-02,  8.063845048797752E-03,  3.496157928414872E-03,  5.705392146637302E-03,  9.878580274920112E-01, -1.925994899433076E-04,
2461732.500000000, A.D. 2027-Nov-23 00:00:00.0000,  4.928853553739206E-01,  7.852871498341243E-01,  3.404031453358375E-01, -1.518835305997845E-02,  7.824297487473314E-03,  3.392201382330447E-03,  5.704289096890183E-03,  9.876670403487249E-01, -1.894165688630425E-04,
2461733.500000000, A.D. 2027-Nov-24 00:00:00.0000,  4.776212056927435E-01,  7.929904530814220E-01,  3.437428288749565E-01, -1.533917236238817E-02,  7.581828545994933E-03,  3.286954115449350E-03,  5.703203744184547E-03,  9.874791173531856E-01, -1.864641336874690E-04,
2461734.500000000, A.D. 2027-Nov-25 00:00:00.0000,  4.622085841802219E-01,  8.004498617194025E-01,  3.469766388234341E-01, -1.548527149386711E-02,  7.336524790657722E-03,  3.180462985761920E-03,  5.702134893478812E-03,  9.872940515903575E-01, -1.836927930939842E-04,
2461735.500000000, A.D. 2027-Nov-26 00:00:00.0000,  4.466522842487649E-01,  8.076625943439025E-01,  3.501033593876497E-01, -1.562650662835681E-02,  7.088496746574763E-03,  3.072785760411791E-03,  5.701081669684124E-03,  9.871116915433028E-01, -1.810419146885441E-04,
2461736.500000000, A.D. 2027-Nov-27 00:00:00.0000,  4.309572341924149E-01,  8.146259904086336E-01,  3.531218369577205E-01, -1.576275273802713E-02,  6.837874762028843E-03,  2.963988546625575E-03,  5.700043568396644E-03,  9.869319498772031E-01, -1.784446664706579E-04,
2461737.500000000, A.D. 2027-Nov-28 00:00:00.0000,  4.151284760273207E-01,  8.213375272634168E-01,  3.560309868709212E-01, -1.589390792159533E-02,  6.584803206249886E-03,  2.854142555981454E-03,  5.699020475802508E-03,  9.867548068857996E-01, -1.758335491104822E-04,
2461738.500000000, A.D. 2027-Nov-29 00:00:00.0000,  3.991711412985083E-01,  8.277948308467640E-01,  3.588297967776229E-01, -1.601989505163611E-02,  6.329433748796028E-03,  2.743320636319001E-03,  5.698012657052677E-03,  9.865803084785579E-01, -1.731456262701335E-04,
2461739.500000000, A.D. 2027-Nov-30 00:00:00.0000,  3.830904266937239E-01,  8.339956796726746E-01,  3.615173266673509E-01, -1.614066054409739E-02,  6.071918874428014E-03,  2.631594159471811E-03,  5.697020717570023E-03,  9.864085594811989E-01, -1.703265237718448E-04,
2461740.500000000, A.D. 2027-Dec-01 00:00:00.0000,  3.668915721204692E-01,  8.399380029361923E-01,  3.640927061841936E-01, -1.625617081449685E-02,  5.812406767716951E-03,  2.519030779832323E-03,  5.696045546505698E-03,  9.862397138454718E-01, -1.673325441608409E-04,
2461741.500000000, A.D. 2027-Dec-02 00:00:00.0000,  3.505798430284966E-01,  8.456198744999870E-01,  3.665551302527196E-01, -1.636640754171111E-02,  5.551038253058810E-03,  2.405693310269171E-03,  5.695088253838338E-03,  9.860739637582199E-01, -1.641307825496313E-04,
2461742.500000000, A.D. 2027-Dec-03 00:00:00.0000,  3.341605175421317E-01,  8.510395048983026E-01,  3.689038541196581E-01, -1.647136297705014E-02,  5.287945849620279E-03,  2.291639642047106E-03,  5.694150111699473E-03,  9.859115294821901E-01, -1.606976471044445E-04,
2461743.500000000, A.D. 2027-Dec-04 00:00:00.0000,  3.176388778412189E-01,  8.561952332788628E-01,  3.711381887162185E-01, -1.657103626331427E-02,  5.023254486784851E-03,  2.176923403490634E-03,  5.693232507213733E-03,  9.857526511905665E-01, -1.570164757670637E-04,
2461744.500000000, A.D. 2027-Dec-05 00:00:00.0000,  3.010202044817015E-01,  8.610855205973869E-01,  3.732574968836270E-01, -1.666543128645728E-02,  4.757083166949582E-03,  2.061594960706680E-03,  5.692336909949954E-03,  9.855975833313051E-01, -1.530749732117397E-04,
2461745.500000000, A.D. 2027-Dec-06 00:00:00.0000,  2.843097720360910E-01,  8.657089446347476E-01,  3.752611906098184E-01, -1.675455617573360E-02,  4.489546828139355E-03,  1.945702380519253E-03,  5.691464853200288E-03,  9.854465913857133E-01, -1.488630736645068E-04,
2461746.500000000, A.D. 2027-Dec-07 00:00:00.0000,  2.675128444724319E-01,  8.700641966922100E-01,  3.771487290746058E-01, -1.683842427924237E-02,  4.220757732930455E-03,  1.829292036663726E-03,  5.690617925228763E-03,  9.852999503531819E-01, -1.443716933652600E-04,
2461747.500000000, A.D. 2027-Dec-08 00:00:00.0000,  2.506346689704138E-01,  8.741500791896131E-01,  3.789196170120354E-01, -1.691705623412475E-02,  3.950825792205412E-03,  1.712408598627337E-03,  5.689797764250839E-03,  9.851579438819255E-01, -1.395927430388774E-04,
2461748.500000000, A.D. 2027-Dec-09 00:00:00.0000,  2.336804673599766E-01,  8.779655028322833E-01,  3.805734026632238E-01, -1.699048252760747E-02,  3.679857297632437E-03,  1.595094194108081E-03,  5.689006048930614E-03,  9.850208626236225E-01, -1.345207142952512E-04,
2461749.500000000, A.D. 2027-Dec-10 00:00:00.0000,  2.166554251230384E-01,  8.815094815362985E-01,  3.821096744216651E-01, -1.705874562206635E-02,  3.407951656331991E-03,  1.477386622995659E-03,  5.688244474632204E-03,  9.848890001214702E-01, -1.291560425764617E-04,
2461750.500000000, A.D. 2027-Dec-11 00:00:00.0000,  1.995646790286749E-01,  8.847811230360986E-01,  3.835280552379209E-01, -1.712190030705724E-02,  3.135196055461145E-03,  1.359316701023813E-03,  5.687514705273942E-03,  9.847626444739969E-01, -1.235101292032326E-04,
2461751.500000000, A.D. 2027-Dec-12 00:00:00.0000,  1.824133059777860E-01,  8.877796133523324E-01,  3.848281941042057E-01, -1.718001065632477E-02,  2.861658712226340E-03,  1.240905194927345E-03,  5.686818293061353E-03,  9.846420644372585E-01, -1.176112360331957E-04,
2461752.500000000, A.D. 2027-Dec-13 00:00:00.0000,  1.652063171778790E-01,  8.905041944938167E-01,  3.860097546614520E-01, -1.723314226719855E-02,  2.587382493370390E-03,  1.122160342551641E-03,  5.686156565637679E-03,  9.845274898855562E-01, -1.115094975699511E-04,
2461753.500000000, A.D. 2027-Dec-14 00:00:00.0000,  1.479486625014351E-01,  8.929541371317173E-01,  3.870724022009900E-01, -1.728134984454412E-02,  2.312381772653757E-03,  1.003077368590271E-03,  5.685530492912302E-03,  9.844190887534935E-01, -1.052784934088237E-04,
2461754.500000000, A.D. 2027-Dec-15 00:00:00.0000,  1.306452486659514E-01,  8.951287130199899E-01,  3.880157917279292E-01, -1.732466260798049E-02,  2.036645468799145E-03,  8.836412370238967E-04,  5.684940560636282E-03,  9.843169451462590E-01, -9.901105878797376E-05,
2461755.500000000, A.D. 2027-Dec-16 00:00:00.0000,  1.133009711795734E-01,  8.970271741444080E-01,  3.888395605283322E-01, -1.736307224262828E-02,  1.760147403805286E-03,  7.638328003458493E-04,  5.684386686511798E-03,  9.842210448144275E-01, -9.280891331827116E-05,
2461756.500000000, A.D. 2027-Dec-17 00:00:00.0000,  9.592075496406527E-02,  8.986487451433430E-01,  3.895433280362270E-01, -1.739652824996005E-02,  1.482861851223682E-03,  6.436368796136350E-04,  5.683868208636684E-03,  9.841312731531913E-01, -8.676863734003115E-05,
2461757.500000000, A.D. 2027-Dec-18 00:00:00.0000,  7.850959490068164E-02,  8.999926319115996E-01,  3.901267036908135E-01, -1.742494274246347E-02,  1.204779447368605E-03,  5.230497179011739E-04,  5.683383954621988E-03,  9.840474271696954E-01, -8.096856478358717E-05,
2461758.500000000, A.D. 2027-Dec-19 00:00:00.0000,  6.107258758253312E-02,  9.010580441849152E-01,  3.905893009526846E-01, -1.744820258442762E-02,  9.259185865431706E-04,  4.020835770568246E-04,  5.682932373496169E-03,  9.839692383215430E-01, -7.546063804765262E-05,
2461759.500000000, A.D. 2027-Dec-20 00:00:00.0000,  4.361494918364840E-02,  9.018442261590250E-01,  3.909307541085019E-01, -1.746618417345313E-02,  6.463299922794981E-04,  2.807677390653843E-04,  5.682511696264985E-03,  9.838964003168752E-01, -7.026859681801177E-05,
2461760.500000000, A.D. 2027-Dec-21 00:00:00.0000,  2.614201913418910E-02,  9.023504885090426E-01,  3.911507345608269E-01, -1.747876647196464E-02,  3.660952866987224E-04,  1.591466917806436E-04,  5.682120091533530E-03,  9.838285960594938E-01, -6.539110737726296E-05,
2461761.500000000, A.D. 2027-Dec-22 00:00:00.0000,  8.659252649386193E-03,  9.025762370139108E-01,  3.912489644936665E-01, -1.748584011560565E-02,  8.532209290756381E-05,  3.727693549147831E-05,  5.681755795051027E-03,  9.837655200788465E-01, -6.080722506091575E-05,
2461762.500000000, A.D. 2027-Dec-23 00:00:00.0000, -8.827793840166166E-03,  9.025209956083033E-01,  3.912252271816879E-01, -1.748731264133255E-02, -1.958618781933026E-04, -8.477638308283407E-05,  5.681417206508837E-03,  9.837068952900814E-01, -5.648199325405304E-05,
